食物编码,食物名称,食部,水分,能量,蛋白质,脂肪,碳水化合物,不溶性膳食纤维 ,胆固醇,灰分,总维生素A,胡萝卜素,视黄醇,硫胺素,核黄素,烟酸  ,维生素 C,维生素 E,钙,磷,钾,钠,镁,铁,锌,硒,铜,锰,备注,
,,%,g,kcal,g,g,g,g,mg,  g,HgRAE,μg,μg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,μg,mg,mg,,
83304,羊肉串(烤),100,58.7,206,26,10.3,2.4,0,110,2.6,52,－,52,0.04,0.15,6.3,－,1.44,4,254,205,484.8,45,8.5,2.28,3.37,0.13,0.34,青海,
83305,羊肉串(炸),100,57.4,217,18.3,11.5,10,0,109,2.8,40,－,40,0.04,0.41,4.7,－,6.56,38,194,297,580.8,29,4.2,3.84,6.53,0.12,0.2,北京,
83306,羊肉干,100,9.1,588,28.2,46.7,13.7,0,166,2.3,－,－,－,0.14,0.26,10.6,-,,77,546,520,184,101,10.1,6.19,10.4,0.23,0.29,内蒙古,
83307,羊 肉 ( 羊 肉 手 抓 ),70,62.9,188,27.3,8.8,0,0,95,1,10,0,10,0.03,0.09,3.5,－,0.52,3,124,178,226.2,20,1.8,2.72,9.27,0.09,0.08,青海,
83308,山羊肉(酱),100,45.7,272,25.4,13.7,11.8,0,92,3.4,－,－,－,0.07,0.06,8.3,－,1.28,43,169,134,937.8,38,4.1,3.79,3.2,0.09,0.23,北京,
83309,烧羊肉(五香),100,59.4,183,33.6,5.4,0,0,43,2.2,-,－,-,0.03,0.16,5.63,－,1.62,11,167,213,759.1,18,3,8.26,15.22,0.11,0.13,北京,
83310,羊肉串(生),100,74.5,118,13,4.8,5.6,0,24,2.1,146,0,146,0.07,0.17,3.32,－,0.61,17,222,278,616.2,17,2.5,2.26,2.08,0.1,0.41,青海,
84101,驴肉(瘦),100,73.8,116,21.5,3.2,0.4,0,74,1.1,72,0,72,0.03,0.16,2.5,-,2.76,2,178,325,46.9,7,4.3,4.26,6.1,0.23,-,,
84201,驴鞭,100,60.4,143,29.7,0.8,4.3,0,186,4.8,-,0,  -,－,－,－,-,0.57,51,48,152,698.1,184,6.8,5.28,15.09,0.11,0.16,甘肃,
84301,驴肉(酱),100,61.4,160,33.7,2.8,0,0,116,2.1,-,－,  -,0.02,0.11,1.4,－,－,8,197,185,228.6,9,4.2,4.63,3.4,0.19,0.01,北京,
84302,驴肉(卤),100,63.1,149,27.2,1.9,5.8,0,95,1.5,70,－,70,0.01,0.27,5.3,－,1.26,6,179,219,307,31,5.4,2.78,1.11,0.17,0.04,青海,
84303,驴肉(煮),100,57.7,230,27,13.5,0,0,49,1.8,25,－,25,-,0.1,-,－,0.39,13,170,114,207.4,30,8.3,4.4,29,0.29,0.07,河北,
84304,驴肉(五香),100,64.9,167,28.2,6,0,0,49,3,79,－,79,0.01,0.16,2.93,－,0.83,5,317,201,877.2,18,5.8,7.8,3.8,0.2,0.13,陕西,
85101,马肉,100,74.1,122,20.1,4.6,0.1,0,84,1.1,28,0,28,0.06,0.25,2.2,-,1.42,5,367,526,115.8,41,5.1,12.26,3.73,0.15,0.03,甘肃,
85201,马心,100,76.3,104,18.9,2.7,1,0,119,1.1,32,0,32,0.22,0.29,2.9,-,1.99,25,240,176,66.2,27,11.9,4.93,15.03,14.74,0.03,甘肃,
85301,马肉(卤),100,61.9,170,30.5,4.8,1.2,0,102,1.6,17,－,17,0.01,0.27,6.1,－,0.24,4,193,171,236.9,22,5.7,2.65,2.65,0.17,0.04,青海,
89001,狗肉,80,76,116,16.8,4.6,1.8,0,62,0.8,12,0,12,0.34,0.2,3.5,-,1.4,52,107,140,47.4,14,2.9,3.18,14.75,0.14,0.13,,
89002,骆驼蹄,100,72.2,116,25.6,1.4,0.2,0,55,0.6,9,0,9,0.01,－,－,-,－,36,53,48,210.3,8,4,4.81,20.16,1.08,0.09,甘肃,
89003,骆驼掌,100,21.9,310,72.8,2,0.3,0,360,3,26,0,26,0.03,－,－,-,－,152,23,69,170.6,59,0.3,2.81,－,2.61,0.59,甘肃,
89004,兔肉,100,76.2,102,19.7,2.2,0.9,0,59,1,26,0,26,0.11,0.1,5.8,-,0.42,12,165,284,45.1,15,2,1.3,10.93,0.12,0.04,,
89005,兔肉(野),100,80.6,84,16.6,2,0,0,48,0.8,－,0,－,0.21,－,－,-,－,23,293,371,88.3,46,7.4,7.81,10.35,0.18,0.04,甘肃,
89006,鹿肉(养殖梅花鹿),100,78,92,19.7,1.3,0.3,0,5,0.7,-,0,  -,0.05,0.24,－,-,-,4,177,196,32.7,12,2.3,2.23,4.65,0.01,－,吉林,
091101x  ,鸡(代表值),63,70.5,145,20.3,6.7,0.9,0,106,1.1,92,0,92,0.06,0.07,7.54,-,1.34,13,166,249,62.8,22,1.8,1.46,11.92,0.09,0.05,,
91102,鸡 ( 士 鸡 ，  家 养,58,73.5,124,20.8,4.5,0,0,106,1.2,64,0,64,0.09,0.08,15.7,-,2.02,9,141,276,74.1,40,2.1,1.06,12.75,0.1,0.05,,
91103,母鸡(一年内),66,56,256,20.3,16.8,5.8,0,166,1.1,139,0,139,0.05,0.04,8.8,-,1.34,2,120,275,62.2,16,1.2,1.46,－,0.09,0.04,,
91104,肉 鸡 ( 肥 ),74,46.1,389,16.7,35.4,0.9,0,106,0.9,226,0,226,0.07,0.07,13.1,-,－,37,102,123,47.8,7,1.7,1.1,5.4,0.08,0.01,北京,
91105,华青鸡,70,70.7,158,19.6,8.8,0,0,74,0.9,109,0,109,0.06,0.05,6.4,-,0.74,1,166,184,62.8,22,1.8,2.46,13.43,0.09,-,青海,
91106,沙鸡,41,70.5,147,20,6.7,1.6,0,106,1.2,1,0,1,0.36,0.04,5.4,-,－,-,522,249,81.9,51,24.8,10.6,36.3,-,0.13,甘肃,
91107,鸡(乌骨鸡),48,73.9,111,22.3,2.3,0.3,0,106,1.2,－,0,－,0.02,0.2,7.1,-,1.77,17,210,323,64,51,2.3,1.6,7.73,0.26,0.05,江西,
91111,鸡爪,60,56.4,254,23.9,16.4,2.7,0,103,0.6,37,0,37,0.01,0.13,2.4,-,0.32,36,76,108,169,7,1.4,0.9,9.95,0.05,0.03,上海,
91112,鸡胸脯肉,100,71.7,118,24.6,1.9,0.6,0,65,1.2,3,0,3,0.07,0.06,11.96,-,0.41,1,170,333,44.8,28,1,0.26,11.75,0.01,0.01,,
91113,鸡腿,74,71.7,146,20.2,7.2,0,0,99,0.9,22,0,22,0.06,0.1,3.25,-,-,0,271,221,73.6,21,1.8,1.11,9.7,0.01,0.01,,
91114,鸡翅,69,63.3,202,19,11.5,5.5,0,81,0.7,28,0,28,-,0.05,4.36,-,0.44,8,94,205,50.8,17,0.9,0.42,8.72,-,0.01,,
91115,鸡块(带浆粉,100,58.2,206,12.2,9.1,18.8,0,22,1.7,-,0,-,0.05,0.05,4.69,-,0.4,6,202,230,329.8,13,0.5,0.54,6.38,0.05,0.03,河北,
91116,野山鸡,63,70.3,126,20.4,2,6.6,0,－,0.7,75,0,75,0.03,0.14,7.54,-,0.27,92,173,155,37.8,8,0.9,1.19,11.09,0.07,0.03,河北,
91201,鸡肝,100,74.4,121,16.6,4.8,2.8,0,356,1.4,10414,0,10414,0.33,1.1,11.9,－,1.88,7,263,222,92,16,12,2.4,38.55,0.32,0.24,,
91202,鸡肝(肉鸡),100,74,121,16.7,4.5,3.5,0,476,1.3,2867,0,2867,0.32,0.58,－,－,0.75,4,216,321,98.2,17,9.6,3.46,－,0.35,0.07,合肥,
91203,鸡心,100,70.8,172,15.9,11.8,0.6,0,194,0.9,910,0,910,0.46,0.26,11.5,－,－,54,176,220,108.4,11,4.7,1.94,4.1,0.27,0.04,,
91204,鸡血,100,87,49,7.8,0.2,4.1,0,170,0.9,56,0,56,0.05,0.04,0.1,－,0.21,10,68,136,208,4,25,0.45,12.13,0.03,0.03,,
91205,鸡肺[鸡胗],100,73.1,118,19.2,2.8,4,0,174,0.9,36,0,36,0.04,0.09,3.4,－,0.87,7,135,272,74.8,15,4.4,2.76,10.54,2.11,0.06,,
91301,扒鸡,66,56,217,29.6,11,0,0,211,3.4,32,－,32,0.02,0.17,9.2,－,－,31,157,149,1000.7,24,2.9,3.23,8.1,0.05,0.01,北京,
91303,炸鸡块[肯德基],70,49.4,279,20.3,17.3,10.5,0,198,2.5,23,－,23,0.03,0.17,16.7,－,6.44,109,530,232,755,28,2.2,1.66,11.2,0.11,0.12,北京,
91304,卤煮鸡,70,54.4,212,29.4,7.9,5.8,0,－,2.5,76,－,76,0.02,0.35,0.2,－,0.9,71,18,40,221.7,43,5.4,4.42,17,0.62,0.17,保定,
91305,瓦罐鸡汤(肉),100,63.3,190,20.9,9.5,5.2,0,116,1.1,63,－,63,0.01,0.21,0.5,－,1.08,16,62,23,201.2,8,1.9,2.2,－,0.16,－,武汉,
91306,瓦罐鸡汤(汤),100,95.2,27,1.3,2.4,0,0,24,1.1,-,－,-,0.01,0.07,－,－,0.21,2,20,39,251.4,5,0.3,-,－,0.01,－,武汉,
91307,鸡肉松,100,4.9,440,7.2,16.4,65.8,0,81,5.7,90,－,90,0.03,0.11,1,－,14.58,76,83,109,1687.8,29,7.1,0.58,3.07,0.07,0.68,北京,
91308,扒鸡(五香脱骨),77,59.7,206,23.4,10.8,3.8,0,36,2.3,138,－,138,0.03,0.11,4.7,－,0.84,222,307,131,6332,13,1.7,1.43,10.9,0.05,0.09,山东,
91309,烤鸡,72,55.4,265,28.1,16.9,0,0,26,4.6,165,－,165,0.03,0.16,－,－,0.35,36,135,207,560,11,2,1.58,19.28,0.05,0.11,北京,
91310,童子鸡(熟),57,66.8,226,15.8,18.1,0,0,22,1.7,21,－,21,0.04,0.1,5.55,－,0.32,111,221,145,910.1,7,0.5,1.21,8.27,0.03,0.36,河北,
092101x,鸭(代表值),68,63.9,240,15.5,19.7,0.2,0,94,0.7,52,0,52,0.08,0.22,4.2,-,0.27,6,122,191,69,14,2.2,1.33,12.25,0.21,0.06,,
92102,公麻鸭,63,47.9,360,14.3,30.9,6.1,0,143,0.8,238,0,238,0.05,0.11,－,-,0.13,4,122,109,61.6,16,3,1.9,－,0.29,0.09,合肥,
92103,母麻鸭,75,40.2,461,13,44.8,1.4,0,132,0.6,476,0,476,0.06,0.09,－,-,0.6,9,64,155,48.8,20,2.9,1.38,－,0.21,0.09,合肥,
92104,鸭胸脯肉,100,78.6,90,15,1.5,4,0,121,0.9,－,0,－,0.01,0.07,4.2,-,1.98,6,86,126,60.2,24,4.1,1.17,12.62,0.27,0.01,山东,
92105,鸭皮,100,28.1,538,6.5,50.2,15.1,0,46,0.1,21,0,21,0.01,0.04,1,-,－,6,42,38,26.2,-,3.1,0.64,4.7,-,  -,北京,
92106,鸭翅,67,70.6,146,16.5,6.1,6.3,0,49,0.5,14,0,14,0.02,0.16,2.4,-,－,20,84,100,53.6,5,2.1,0.74,10,-,-,北京,
92107,鸭掌,59,64.7,150,26.9,1.9,6.2,0,36,0.3,11,0,11,-,0.17,1.1,-,－,24,91,28,61.1,3,1.3,0.54,5.42,-,  -,北京,
92201,鸭肠,53,77,129,14.2,7.8,0.4,0,187,0.6,16,0,16,0.02,0.22,3.1,－,－,31,166,136,32,13,2.3,1.19,24.9,0.18,-,北京,
92202,鸭肝,100,76.3,128,14.5,7.5,0.5,0,341,1.2,1040,0,1040,0.26,1.05,6.9,18,1.41,18,283,230,87.2,18,23.1,3.08,57.27,1.31,0.28,,
92203,鸭肝(公麻鸭),100,69.8,136,14.7,4.1,10.1,0,313,1.3,2850,0,2850,0.15,0.34,－,－,0.25,1,102,236,99.3,12,35.1,3.92,－,3.51,0.25,合肥,
92204,鸡肝(母麻鸭),100,73.5,113,16.8,2.5,5.9,0,255,1.3,4675,0,4675,0.35,0.65,－,－,1.11,1,252,289,107.5,13,50.1,6.91,－,6.27,0.28,合肥,
92205,鸭舌[鸭条],61,62.6,245,16.6,19.7,0.4,0,118,0.7,35,0,35,0.01,0.21,1.6,-,0.23,13,94,44,81.5,6,2.2,0.65,12.5,-,-,北京,
92206,鸭心,100,74.5,143,12.8,8.9,2.9,0,120,0.9,24,0,24,0.14,0.87,8,－,0.81,20,188,233,86.2,18,5,1.38,15.3,0.37,-,北京,
92207,鸭血(白鸭),100,72.6,108,13.6,0.4,12.4,0,95,1,－,0,－,0.06,0.06,－,－,0.34,5,87,166,173.6,8,30.5,0.5,－,0.06,0.04,合肥,
92208,鸭血(公麻鸭),100,85.1,56,13.2,0.4,0,0,95,1.3,57,0,57,0.05,0.03,－,－,0.1,3,127,186,198.6,11,31.8,0.9,－,0.08,0.12,合肥,
92209,鸣血(母麻鸭,100,85.6,55,13.1,0.3,0,0,95,1,110,0,110,0.05,0.07,－,－,0.1,2,127,185,175.2,9,39.6,0.94,－,0.08,0.09,合肥,
92210,鸭胰,97,72.6,117,21.7,2.9,1,0,230,1.8,6,0,6,0.02,0.78,3.2,9,－,20,554,84,55.7,41,1.9,4.16,26.2,0.08,0.05,北京,
92211,鸭肫,93,77.8,92,17.9,1.3,2.1,0,153,0.9,6,0,6,0.04,0.15,4.4,－,0.21,12,134,284,69.2,18,4.3,2.77,15.95,0.18,0.08,,
92212,鸭肫(公麻鸭),100,72.6,112,19.8,1.2,5.4,0,295,1,48,0,48,0.05,0.08,－,－,0.12,2,116,351,70.1,19,3.9,3.73,－,0.14,0.12,合肥,
92213,鸭肫(母麻鸭),100,72.9,126,20.4,4.2,1.6,0,291,0.9,102,0,102,0.04,0.09,－,－,0.12,－,144,349,69,－,4,4.03,－,0.14,0.19,合肥,
92214,鸭豉片,100,11.3,603,18.3,56.1,6.1,0,－,8.2,-,0, -,0.26,0.11,3.27,－,-,－,－,－,－,－,0.1,0.38,15.41,0.01,0.01,广东,
92301,北京烤鸭,80,38.2,436,16.6,38.4,6,0,－,0.8,36,－,36,0.04,0.32,4.5,－,0.97,35,175,247,83,13,2.4,1.25,10.32,0.12,-,,
92302,北京填鸭,75,45,425,9.3,41.3,3.9,0,96,0.5,30,－,30,-,,4.2,－,0.53,15,149,139,45.5,6,1.6,1.31,5.8,-,-,北京,
92303,红烧鸭(罐头),100,51.4,338,15.3,30.5,0.6,0,－,2.2,26,－,26,0.13,0.18,3.8,－,0.1,29,467,115,628.3,17,2.5,1.55,11.5,0.12,-,北京,
92304,酱鸭,80,53.6,266,18.9,18.4,6.3,0,107,2.8,11,－,11,0.06,0.22,3.7,－,－,14,140,236,981.3,13,4.1,2.69,15.74,0.26,0.02,上海,
92305,酱鸭(加梅菜，罐头),93,61.9,253,11.8,21.7,2.5,0,35,2.1,26,－,26,0.11,0.13,6.1,－,0.1,29,208,130,474.5,24,2.8,3.03,0.4,0.14,0.14,,
92306,盐水鸭(熟),81,51.7,313,16.6,26.1,2.8,0,81,2.8,35,－,35,0.07,0.21,2.5,－,0.42,10,112,218,1557.5,14,0.7,2.04,15.37,0.32,0.05,上海,
92307,烤鸭(老唐牌),60,57,309,20.3,25.3,0,0,78,2.4,170,－,170,0.06,0.19,3,－,1.06,7,102,187,776.4,6,1.3,2.76,16.3,0.2,0.1,北京,
92308,烤鸭(全聚德牌),65,33.4,530,18.1,50.8,0,0,－,0.7,107,－,107,0.13,0.25,2.7,－,－,11,147,103,29.9,8,1.6,1.69,24.83,－,－,北京,
93101,鹅,63,61.4,251,17.9,19.9,0,0,74,0.8,42,0,42,0.07,0.23,4.9,-,0.22,4,144,232,58.8,18,3.8,1.36,17.68,0.43,0.04,,
93201,鹅肝,100,70.7,129,15.2,3.4,9.3,0,285,1.4,6100,0,6100,0.27,0.25,－,－,0.29,2,216,336,70.2,11,7.8,3.56,－,7.78,0.32,合肥,
93202,鹅肺,100,76.3,100,19.6,1.9,1.1,0,153,1.1,51,0,51,0.05,0.06,－,－,－,2,112,410,58.2,9,4.7,4.04,－,0.14,0.05,合肥,
93203,鹅血,100,81.8,74,18.6,0,0,0,141,1,2,0,"
2",－,,－,－,0.13,4,89,163,80.5,6,37.7,0.47,－,-,  -,江苏,
93301,烧鹅,73,52.8,289,19.7,21.5,4.2,0,116,1.8,9,0,9,0.09,0.11,3.6,－,0.07,91,202,22,240,7,3.8,2,7.68,0.26,0.06,广东,
93302,腊鹅,54,15.8,410,24.6,21.5,29.6,0,－,8.5,-,0, -,0.13,0.54,5.63,-,-,36,317,388,2880,27,7.8,3.25,14.32,1.02,0.16,江西,
94101,火鸡腿肉,100,77.8,91,20,1.2,0,0,58,1,-,0, -,0.07,0.06,8.3,-,0.07,12,470,708,168.4,49,5.2,9.26,15.5,0.45,0.04,山东,
94102,火鸡胸脯灰,100,73.6,103,22.4,0.2,2.8,0,49,1,-,0, -,0.04,0.03,16.2,-,0.35,39,116,227,93.7,31,1.1,0.52,9.9,－,0.03,山东,
94201,火鸡肝,100,69.9,143,20,5.6,3.1,0,294,1.4,-,0,-,0.06,1.21,43,－,1.13,3,225,244,128.6,18,20.7,1.74,36,0.02,0.13,山东,
94202,火鸡肫,100,76.5,91,18.9,0.3,3.2,0,342,1.1,-,0,-,0.02,0.08,7.8,－,0.33,44,108,352,57,24,3.7,2.62,16.3,－,0.03,山东,
94301,火鸡腿(熟),85,72.5,100,16.7,0.7,6.6,0,－,3.5,-,－,-,0.02,0.14,1.29,－,-,17,161,253,1071,16,1.2,2.5,13.12,0.08,0.04,,
99001,鸽,42,66.6,201,16.5,14.2,1.7,0,99,1,53,0,53,0.06,0.2,6.9,-,0.99,30,136,334,63.6,27,3.8,0.82,11.08,0.24,0.05,－,
99002,鹌鹑,58,75.1,110,20.2,3.1,0.2,0,157,1.4,40,0,40,0.04,0.32,6.3,-,0.44,48,179,204,48.4,20,2.3,1.19,11.67,0.1,0.08,－,
99003,乳鸽,56,57.5,352,11.3,34.1,0,0,－,1.5,46,0,46,0.08,0.36,2.48,-,0.84,866,573,163,653.8,21,2,2.4,11.97,0.09,0.04,河北,
99004,乳鸽(红烧),82,59,255,16.9,20.8,0,0,－,4,－,－,－,0.04,0.36,3.27,－,－,1614,1050,385,1809.8,61,8.8,6.33,24.44,0.42,0.29,河南,
101101x,纯牛奶(代表值，全脂),100,87.6,65,3.3,3.6,4.9,0,17,0.7,54,－,54,0.03,0.12,0.11,-,0.13,107,90,180,63.7,11,0.3,0.28,1.34,0.01,0.01,,
101102,纯牛奶(全脂，美国牛),100,88.6,59,2.9,3.2,4.6,0,26,0.7,9,－,9,0.13,0.18,－,1,－,108,68,127,40.2,19,0.1,0.33,2.38,0.14,0.01,南昌,
101104,纯牛奶(全脂，德国牛),100,88.1,60,3.1,3,5.1,0,32,0.7,13,－,13,0.12,0.16,－,-,－,114,87,120,45.8,19,0.1,0.38,2.5,0.16,0.01,南昌,
101105,纯牛奶(全脂，光明牌),100,88,61,3.1,3.2,5,0,3,0.7,28,－,28,0.02,0.1,0.13,-,0.07,85,87,132,24.8,8,0.1,0.25,1.7,0.01,,上海,
101106,纯牛奶(全脂，乐百氏牌),100,87.4,67,3.3,3.8,4.8,0,4,0.7,11,－,11,0.02,0.09,0.13,-,0.09,104,100,142,38.4,12,0.6,0.85,1.08,0.01,0.01,广东,
101107,纯牛奶(全脂，帕玛拉特牌),100,87.9,61,3,3.1,5.3,0,6,0.7,14,－,14,0.02,0.08,0.1,-,0.05,113,99,166,68.2,11,0.4,0.67,0.22,0.01,0.01,天津,
101108,纯牛奶(全脂，三元牌),100,86.9,69,3.4,3.9,5.1,0,1,0.7,30,－,30,0.02,0.1,0.13,-,0.18,88,88,177,35.1,10,0.3,0.42,1.7,0.01,0.01,北京,
101109,纯牛奶(全脂，完达山牌),100,88.3,60,2.9,3.2,4.9,0,7,0.7,17,－,17,0.03,0.09,0.08,-,0.1,91,87,161,292.1,9,0.1,0.28,0.6,0.01,,黑龙江,
101110,纯牛奶(全脂，龙丹牌),100,87.5,66,2.9,3.8,5.1,0,6,0.7,11,－,11,0.02,0.1,0.11,-,0.15,82,83,145,41.5,9,0.1,0.46,0.8,-,0.01,黑龙江,
101111,纯牛奶(全脂，蒙牛牌,100,87.2,67,3.1,3.7,5.3,0,l,0.7,14,－,14,0.02,0.11,0.11,-,0.1,98,94,159,48.9,11,0.2,0.51,1.1,-,-,内蒙古,
101112,纯牛奶(全脂，新南洋牌),100,87.4,67,3.1,3.8,5.1,0,5,0.7,17,－,17,0.02,0.11,0.11,-,0.08,92,59,163,46.1,11,0.3,0.45,1.2,-,0.02,北京,
101113,纯牛奶(全脂，帕玛拉特),100,88.1,61,2.9,3.2,5.1,0,5,0.7,15,－,15,0.02,0.13,0.08,-,0.07,93,99,181,62.1,11,0.4,0.58,1.25,0.01,0.01,天津,
101114,纯牛奶(全脂，伊利牌),100,86.9,68,3.2,3.7,5.4,0,－,0.8,16,－,16,0.02,0.13,0.08,-,-,110,103,348,49.5,12,0.1,0.45,1.51,0.02,－,内蒙古,
101122,纯牛奶(全脂，爱尔兰金凯利全脂牛奶),100,88.5,62,3.2,3.6,4.1,0,24,0.6,84,－,84,0.02,0.15,－,-,0.08,108,85,217,21.7,8,0.2,0.14,－,-,-,－,
101123,纯牛奶(全脂，澳大利亚澳田纯牛奶),100,88.4,62,3.6,3.5,3.9,0,20,0.6,63,－,63,0.02,0.18,－,-,0.08,112,97,203,20.3,9,0.2,0.16,－,-,-,－,
101124,纯牛奶(全脂，比利时纯牧牛奶),100,88.4,61,3.5,3.4,4,0,19,0.7,58,－,58,0.02,0.14,－,-,0.06,112,101,239,23.9,9,0.3,0.15,－,-,-,－,
101125,纯牛奶(全脂，波兰美波全脂纯牛奶),100,84.9,75,3.2,3.4,7.8,0,17,0.7,39,－,39,0.02,0.15,－,-,0.06,116,108,132,92,9,0.2,0.16,－,-,-,－,
101126,纯牛奶(全脂，丹麦爱氏晨曦有机全脂牛奶,100,87,67,3.5,3.6,5.2,0,19,0.7,112,－,112,0.02,0.17,－,-,0.11,117,86,187,18.7,9,0.2,0.16,－,-,-,－,
101127,纯牛奶(全脂，德国爱氏晨曦纯牛奶),100,86.8,68,3.4,3.6,5.5,0,17,0.7,98,－,98,0.02,0.16,－,-,0.1,117,87,166,16.6,9,0.3,0.18,－,0.01,-,,
101128,纯牛奶(全脂，德国甘蒂牧场纯牛奶),100,87.7,64,3.3,3.6,4.7,0,21,0.7,74,－,74,0.01,0.15,－,-,0.16,107,100,192,19.2,8,0.2,0.16,－,-,-,,
101129,纯牛奶(全脂，法国得乐思全脂生奶),100,87.7,64,3.7,3.6,4.3,0,22,0.7,51,－,51,0.02,0.15,－,-,0.07,116,107,128,93.1,9,0.2,0.16,－,-,-,,
101130,纯生奶(全脂，光明纯生奶),100,88.5,60,3.4,3.4,4,0,20,0.7,102,－,102,0.02,0.13,－,-,0.1,118,87,303,30.3,9,0.2,0.17,－,-,-,黑龙江,
101131,纯牛奶(全脂，光明优+高品质纯生奶),100,87.4,67,3.6,3.8,4.5,0,16,0.7,93,－,93,0.03,0.13,－,-,0.11,114,85,204,20.4,9,0.2,0.17,－,-,-,浙江,
101132,纯牛奶(全脂，广泽澳醇纯牛奶),100,88.2,63,3.5,3.6,4.1,0,31,0.6,42,－,42,0.02,0.12,－,-,0.16,138,90,124,185.2,14,0.4,0.24,－,-,-,吉林,
101133,纯牛奶(全脂，花园牌,100,89.3,57,2.9,3.3,4,0,8,0.5,37,－,37,0.01,0.06,－,-,0.12,55,57,135,25.2,12,0,0.3,－,0.01,0.01,新疆,
101134,纯牛奶(全脂，辉山纯牛奶),100,87.4,66,3.5,3.7,4.7,0,30,0.7,64,－,64,0.02,0.14,－,-,0.16,137,88,123,179.1,16,1.8,0.27,－,-,-,辽宁,
101135,纯牛奶(全脂，龙丹松花江牧场纯牛奶),100,87.2,67,3.6,3.7,4.8,0,26,0.7,106,－,106,0.02,0.13,－,-,0.1,138,94,136,193.1,15,1.2,0.24,－,-,0.01,黑龙江,
101136,纯牛奶(全脂，麦趣尔牌),100,88.1,61,2.9,3.1,5.3,0,7,0.6,38,－,38,0.01,0.02,－,-,0.12,51,63,129,22.3,12,0,0.33,－,0.01,0.01,新疆,
101137,纯牛奶(全脂，蒙牛纯牛奶),100,87.3,67,3.4,3.8,4.7,0,22,0.8,70,－,70,0.02,0.12,－,-,0.14,113,97,187,18.7,9,0.2,0.18,－,-,-,安徽,
101138,纯牛奶(全脂，蒙牛特仑苏有机纯牛奶),100,86.8,69,3.4,4,4.9,0,8,0.9,46,－,46,0.03,0.13,－,-,0.14,115,98,407,40.7,10,0.3,0.18,－,-,-,内蒙古,
101139,纯牛奶(全脂，明治醇壹高温杀菌乳),100,87.2,67,3.6,3.7,4.8,0,20,0.7,60,－,60,0.02,0.12,－,-,0.11,114,126,117,111.5,11,0.2,0.22,－,-,-,江苏,
101140,纯牛奶(全脂，瑞士艾美全脂牛奶),100,86.1,70,3.2,3.5,6.4,0,22,0.8,50,－,50,0.03,0.18,－,-,0.07,118,81,199,19.9,9,0.2,0.19,－,0.01,-,,
101141,纯牛奶(全脂，圣牧有机纯牛奶,100,86,74,3.5,4.1,5.7,0,15,0.7,98,－,98,0.03,0.13,－,-,0.1,118,91,171,17.1,10,0.2,0.2,－,0.01,-,内蒙古,
101142,纯牛奶(全脂，天润牌浓缩纯奶,100,86.9,67,3.2,3.5,5.7,0,10,0.7,47,－,47,0.01,0.03,－,-,0.14,58,67,151,26.4,16,0,0.35,－,0.01,0.01,新疆,
101143,纯牛奶(全脂，完达山纯牛奶),100,88.1,66,3.5,4.2,3.6,0,33,0.6,42,－,42,0.02,0.14,－,-,0.17,137,91,123,183.7,16,0.4,0.25,－,-,-,黑龙江,
101144,纯牛奶(全脂，西域春牌),100,88.5,59,2.9,3.1,4.8,0,8,0.7,42,－,42,0.01,0.02,－,-,0.12,60,68,152,24.9,13,0,0.32,－,0.01,0.01,新疆,
101145,纯牛奶(全脂，夏进纯牛奶),100,87.9,63,3.5,3.5,4.4,0,26,0.7,64,－,64,0.02,0.06,－,-,0.09,137,95,126,190,15,0.3,0.22,－,-,-,宁夏,
101146,纯牛奶(全脂，现代牧业纯牛奶),100,87.3,66,3.3,3.6,5.1,0,21,0.7,103,－,103,0.02,0.11,－,-,0.16,118,109,138,93.6,9,0.2,0.17,－,-,-,安徽,
101147,纯牛奶(全脂，新希望复原乳),100,88.2,63,3,3.6,4.6,0,21,0.6,90,－,90,0.02,0.18,－,-,0.3,111,86,327,32.7,8,0.2,0.14,－,-,-,浙江,
101148,纯牛奶(全脂，新希望千岛湖牧场纯生奶),100,88.4,62,3.2,3.5,4.3,0,16,0.6,103,－,103,0.03,0.11,－,-,0.11,111,93,318,31.8,8,0.3,0.17,－,-,-,浙江,
101149,纯牛奶(全脂，伊利纯牛奶),100,87.8,66,3.4,3.9,4.2,0,22,0.7,45,－,45,0.02,0.14,－,-,0.14,112,97,231,23.1,9,0.1,0.17,－,-,-,辽宁,
101150,纯牛奶(全脂，伊利金典有机纯牛奶),100,86.3,73,3.5,4.1,5.4,0,23,0.7,76,－,76,0.02,0.14,－,-,0.23,111,105,146,14.6,9,0.2,0.18,－,-,-,内蒙古,
101151,纯牛奶(全脂，意大利培立全脂纯生奶),100,88.1,63,3.5,3.6,4.2,0,21,0.6,59,－,59,0.02,0.13,－,-,0.04,112,102,127,91,9,0.4,0.16,－,-,-,,
101152x,纯牛奶(代表值，低脂),100,89.4,47,3.5,1.5,4.8,0,9,0.7,45,－,45,0.02,0.16,0.07,-,0.07,111,106,232,80.1,10,0.2,0.2,1.49,0.02,-,,
101152,纯牛奶(低脂，帕玛拉特),100,90.1,43,2.9,1.3,5,0,5,0.7,6,－,6,0.03,0.09,0.07,-,-,66,91,185,279.5,8,0.2,0.3,1.49,0.02,-,天津,
